time,air conditioner1,air conditioner2,washing machine,laptop computer,television,total
7/13/2013 0:01,0,0,0,41.79653333,75.66704,41.79653333
7/14/2013 0:01,0,0,0,36.988,73.83508475,36.988
7/15/2013 0:01,0,0,0,35.70948333,75.07567241,35.70948333
7/16/2013 0:01,0,0,0,34.63438983,73.1590678,34.63438983
7/17/2013 0:01,0,0,0,33.62846667,73.57220339,33.62846667
7/18/2013 0:01,0,0,0,33.27166667,70.16311765,33.27166667
7/19/2013 0:01,0,0,0,33.64463793,74.24484848,33.64463793
7/20/2013 0:01,0,0,0,30.39183333,0,30.39183333
7/21/2013 0:01,0,0,0,32.25772881,0,32.25772881
7/22/2013 0:01,0,0,0,30.98257627,0,30.98257627
7/23/2013 0:01,0,0,0,30.50301667,0,30.50301667
7/24/2013 0:01,0,0,0,27.88127119,0,27.88127119
7/25/2013 0:01,0,0,0,28.90413333,0,28.90413333
7/26/2013 0:01,0,0,0,27.61887719,0,27.61887719
7/27/2013 0:01,0,0,0,27.59051667,0,27.59051667
7/28/2013 0:01,0,0,0,27.31264407,0,27.31264407
7/29/2013 0:01,0,0,0,27.34075439,0,27.34075439
7/30/2013 0:01,0,0,0,24.53594915,0,24.53594915
7/31/2013 0:01,0,0,0,21.90098333,0,21.90098333
8/1/2013 0:01,0,0,0,21.49425424,0,21.49425424
8/2/2013 0:01,0,0,0,21.55447458,0,21.55447458
8/3/2013 0:01,0,0,0,21.73242373,0,21.73242373
8/4/2013 0:01,0,0,0,21.97385,0,21.97385
8/5/2013 0:01,0,0,0,21.66364912,0,21.66364912
8/6/2013 0:01,0,0,0,21.5165,0,21.5165
8/7/2013 0:01,0,0,0,21.9639322,0,21.9639322
8/8/2013 0:01,0,0,0,21.33905,0,21.33905
8/9/2013 0:01,0,0,0,21.919,0,21.919
8/10/2013 0:01,0,0,0,21.43486667,0,21.43486667
8/11/2013 0:01,0,0,0,21.6729322,0,21.6729322
8/12/2013 0:01,0,0,0,21.78125862,0,21.78125862
8/13/2013 0:01,0,0,0,21.67544068,0,21.67544068
8/14/2013 0:01,0,0,0,21.43498333,0,21.43498333
8/15/2013 0:01,0,0,0,21.5254386,0,21.5254386
8/16/2013 0:01,0,0,0,22.16545763,0,22.16545763
8/17/2013 0:01,0,0,0,21.81194915,0,21.81194915
8/18/2013 0:01,0,0,0,21.49210169,0,21.49210169
8/19/2013 0:01,0,0,0,21.34489655,0,21.34489655
8/20/2013 0:01,0,0,0,22.33366667,0,22.33366667
8/21/2013 0:01,0,0,0,21.7592069,0,21.7592069
8/22/2013 0:01,0,0,0,30.95081034,0,30.95081034
8/23/2013 0:01,0,0,0,29.25175862,0,29.25175862
8/24/2013 0:01,0,0,0,38.99830508,0,38.99830508
8/25/2013 0:01,0,0,0,38.72755172,0,38.72755172
8/26/2013 0:01,0,0,0,42.85584211,0,42.85584211
8/27/2013 0:01,0,0,0,32.10911321,0,32.10911321
8/28/2013 0:01,0,0,0,37.24786441,0,37.24786441
8/29/2013 0:01,0,0,0,31.98253333,0,31.98253333
8/30/2013 0:01,0,0,0,27.19655172,0,27.19655172
8/31/2013 0:01,0,0,0,26.84286667,0,26.84286667
9/1/2013 0:01,0,0,0,26.78291525,0,26.78291525
9/2/2013 0:01,0,0,0,27.06191525,0,27.06191525
9/3/2013 0:01,0,0,0,41.8630678,0,41.8630678
9/4/2013 0:01,0,0,0,31.16678333,0,31.16678333
9/5/2013 0:01,0,0,0,29.64118644,0,29.64118644
9/6/2013 0:01,0,0,0,29.1569322,0,29.1569322
9/7/2013 0:01,0,0,0,30.27233898,0,30.27233898
9/8/2013 0:01,0,0,0,32.86526667,0,32.86526667
9/9/2013 0:01,0,0,0,32.41516071,0,32.41516071
9/10/2013 0:01,0,0,0,31.69751667,0,31.69751667
9/11/2013 0:01,0,0,0,30.68908475,0,30.68908475
9/12/2013 0:01,0,0,0,34.02691525,0,34.02691525
9/13/2013 0:01,0,0,0,32.42708621,0,32.42708621
9/14/2013 0:01,0,0,0,27.99515,0,27.99515
9/15/2013 0:01,0,0,0,26.92452542,0,26.92452542
9/16/2013 0:01,0,0,0,31.03071186,0,31.03071186
9/17/2013 0:01,0,0,0,31.37669492,0,31.37669492
9/18/2013 0:01,0,0,0,33.0456,0,33.0456
9/19/2013 0:01,0,0,0,31.38889831,0,31.38889831
9/20/2013 0:01,0,0,0,32.95149153,0,32.95149153
9/21/2013 0:01,0,0,0,31.56810169,0,31.56810169
9/22/2013 0:01,0,0,0,32.7689,0,32.7689
9/23/2013 0:01,0,0,0,28.28844643,0,28.28844643
9/24/2013 0:01,0,0,0,28.37611667,0,28.37611667
9/25/2013 0:01,0,0,0,27.59913559,0,27.59913559
9/26/2013 0:01,0,0,0,30.10225,0,30.10225
9/27/2013 0:01,0,0,0,27.78177193,0,27.78177193
9/28/2013 0:01,0,0,0,27.48805455,0,27.48805455
9/29/2013 0:01,0,0,0,27.59066102,0,27.59066102
9/30/2013 0:01,0,0,0,27.62164912,0,27.62164912
10/1/2013 0:01,0,0,0,26.79415254,0,26.79415254
10/2/2013 0:01,0,0,0,27.07028814,0,27.07028814
10/3/2013 0:01,0,0,0,27.89008475,0,27.89008475
10/4/2013 0:01,0,0,0,27.29961017,0,27.29961017
10/5/2013 0:01,0,0,0,27.03416949,0,27.03416949
10/6/2013 0:01,0,0,0,28.4814,0,28.4814
10/7/2013 0:01,0,0,0,28.64834483,0,28.64834483
10/8/2013 0:01,0,0,0,28.75150847,0,28.75150847
10/9/2013 0:01,0,0,0,28.14398276,0,28.14398276
10/10/2013 0:01,0,0,0,27.70896552,0,27.70896552
10/11/2013 0:01,0,0,0,28.00803448,0,28.00803448
10/12/2013 0:01,0,0,0,28.7768,0,28.7768
10/13/2013 0:01,0,0,0,28.05616949,0,28.05616949
10/14/2013 0:01,0,0,0,28.62806897,0,28.62806897
10/15/2013 0:01,0,0,0,31.31255,0,31.31255
10/16/2013 0:01,0,0,0,30.68008475,0,30.68008475
10/17/2013 0:01,0,0,0,31.48416667,0,31.48416667
10/18/2013 0:01,0,0,0,30.15053571,0,30.15053571
10/19/2013 0:01,0,0,0,32.64365517,0,32.64365517
10/20/2013 0:01,0,0,0,29.04071186,0,29.04071186
10/21/2013 0:01,0,0,0,29.06661818,0,29.06661818
10/22/2013 0:01,0,0,0,32.73327119,0,32.73327119
