,time,W.per.min
1,2013/6/6 20:00,0.157583333
2,2013/6/6 20:01,0.160566667
3,2013/6/6 20:02,0.158170213
4,2013/6/6 20:03,105.3328
5,2013/6/6 20:04,120.2650667
6,2013/6/6 20:05,115.3441
7,2013/6/6 20:06,111.0062
8,2013/6/6 20:07,63.97288136
9,2013/6/6 20:08,0.177566667
10,2013/6/6 20:09,0.170966667
11,2013/6/6 20:10,0.179
12,2013/6/6 20:11,0.171033333
13,2013/6/6 20:12,0.171965517
14,2013/6/6 20:13,0.172383333
15,2013/6/6 20:14,0.173864407
16,2013/6/6 20:15,0.171933333
17,2013/6/6 20:16,24.52531667
18,2013/6/6 20:17,127.6460333
19,2013/6/6 20:18,121.0384167
20,2013/6/6 20:19,116.3205667
21,2013/6/6 20:20,111.4610333
22,2013/6/6 20:21,109.1221864
23,2013/6/6 20:22,40.74228125
24,2013/6/6 20:23,0.169551724
25,2013/6/6 20:24,0.167735849
26,2013/6/6 20:25,0.163127273
27,2013/6/6 20:26,0.172491525
28,2013/6/6 20:27,0.1614
29,2013/6/6 20:28,0.161583333
30,2013/6/6 20:29,0.165474576
31,2013/6/6 20:30,0.170633333
32,2013/6/6 20:31,0.1531
33,2013/6/6 20:32,123.2662414
34,2013/6/6 20:33,122.0778125
35,2013/6/6 21:04,135.68775
36,2013/6/6 21:05,132.0425313
37,2013/6/6 21:21,140.0711304
38,2013/6/6 21:22,131.1668
39,2013/6/6 21:23,130.583193
40,2013/6/6 21:24,125.3452931
41,2013/6/6 21:25,121.4477333
42,2013/6/6 21:26,118.3451111
43,2013/6/6 21:27,116.71635
44,2013/6/6 21:28,115.3440508
45,2013/6/6 21:29,113.8946271
46,2013/6/6 21:30,112.5473
47,2013/6/6 21:31,111.0861207
48,2013/6/6 21:32,109.975069
49,2013/6/6 21:33,109.1322069
50,2013/6/6 21:34,107.95245
51,2013/6/6 21:35,18.86591667
52,2013/6/6 21:36,0.172596491
53,2013/6/6 21:37,0.175859649
54,2013/6/6 21:38,0.185135593
55,2013/6/6 21:39,0.178421053
56,2013/6/6 21:40,0.194338983
57,2013/6/6 21:41,0.185418182
58,2013/6/6 21:42,0.188689655
59,2013/6/6 21:43,29.69041176
60,2013/6/6 21:44,124.7165833
61,2013/6/6 21:45,118.74505
62,2013/6/6 21:46,114.3505167
63,2013/6/6 21:47,111.6188136
64,2013/6/6 21:48,109.7809
65,2013/6/6 21:49,108.2562414
66,2013/6/6 21:50,26.52615094
67,2013/6/6 21:51,0.170525424
68,2013/6/6 21:52,0.188789474
69,2013/6/6 21:53,0.176237288
70,2013/6/6 21:54,0.187407407
71,2013/6/6 21:55,0.186563636
72,2013/6/6 21:56,0.180140351
73,2013/6/6 21:57,0.178736842
74,2013/6/6 21:58,0.188322034
75,2013/6/6 21:59,134.6231552
76,2013/6/6 22:00,120.3598947
77,2013/6/6 22:01,117.5078475
78,2013/6/6 22:02,113.4148364
79,2013/6/6 22:03,111.54325
80,2013/6/6 22:04,109.4075
81,2013/6/6 22:05,91.72581818
82,2013/6/6 22:06,1.727490909
83,2013/6/6 22:07,0.174482143
84,2013/6/6 22:08,0.187551724
85,2013/6/6 22:09,0.185716667
86,2013/6/6 22:10,1.7833
87,2013/6/6 22:11,69.40630357
88,2013/6/6 22:12,125.7855833
89,2013/6/6 22:13,122.6710167
90,2013/6/6 22:14,122.7128814
91,2013/6/6 22:15,118.4459
92,2013/6/6 22:16,116.3013667
93,2013/6/6 22:17,114.71645
94,2013/6/6 22:18,113.4037241
95,2013/6/6 22:19,114.7671034
96,2013/6/6 22:20,112.3952167
97,2013/6/6 22:21,110.8325088
98,2013/6/6 22:22,110.8634516
99,2013/6/6 22:23,110.0950833
100,2013/6/6 22:24,109.6054915
101,2013/6/6 22:25,66.01678788
102,2013/6/6 22:26,0.172396552
103,2013/6/6 22:27,1.752116667
104,2013/6/6 22:28,1.784853659
105,2013/6/6 22:29,1.310319149
106,2013/6/6 22:30,13.35535849
107,2013/6/6 22:31,131.0719
108,2013/6/6 22:32,126.3122542
109,2013/6/6 22:33,121.5438333
110,2013/6/6 22:34,117.8981
111,2013/6/6 22:35,115.8325593
112,2013/6/6 22:36,114.8611833
113,2013/6/6 22:37,113.3359
114,2013/6/6 22:38,111.65345
115,2013/6/6 22:39,110.2676667
116,2013/6/6 22:40,19.52411765
117,2013/6/6 22:41,0.172137931
118,2013/6/6 22:42,0.174285714
119,2013/6/6 22:43,0.172677966
120,2013/6/6 22:44,0.179758621
121,2013/6/6 22:45,0.16005
122,2013/6/6 22:46,0.172683333
123,2013/6/6 22:47,0.1714
124,2013/6/6 22:48,44.75435
125,2013/6/6 22:49,127.4803
126,2013/6/6 22:50,122.4542241
127,2013/6/6 22:51,118.1474333
128,2013/6/6 22:52,114.3936167
129,2013/6/6 22:53,111.9221833
130,2013/6/6 22:54,109.8442167
131,2013/6/6 22:55,108.6807105
132,2013/6/6 22:56,12.87331373
133,2013/6/6 22:57,2.003722222
134,2013/6/6 22:58,0.553392857
135,2013/6/6 22:59,0.172266667
136,2013/6/6 23:00,0.168034483
137,2013/6/6 23:01,0.174610169
138,2013/6/6 23:02,2.203614035
139,2013/6/6 23:03,115.69
140,2013/6/6 23:11,114.8082105
141,2013/6/6 23:12,114.9354833
142,2013/6/6 23:13,113.0588167
143,2013/6/6 23:14,90.72615625
144,2013/6/6 23:15,0.175741379
145,2013/6/6 23:16,0.16835
146,2013/6/6 23:17,0.173916667
147,2013/6/6 23:18,0.179716667
148,2013/6/6 23:19,0.157916667
149,2013/6/6 23:20,0.174275862
150,2013/6/6 23:21,0.180733333
151,2013/6/6 23:22,0.18040678
152,2013/6/6 23:23,107.9432333
153,2013/6/6 23:24,121.7759322
154,2013/6/6 23:25,118.6179483
155,2013/6/6 23:26,114.4306167
156,2013/6/6 23:27,111.0181186
157,2013/6/6 23:28,109.25235
158,2013/6/6 23:29,31.702
159,2013/6/6 23:30,0.182183333
160,2013/6/6 23:31,0.175745763
161,2013/6/6 23:32,0.168220339
162,2013/6/6 23:33,0.180684211
163,2013/6/6 23:34,0.1656
164,2013/6/6 23:35,0.171542373
165,2013/6/6 23:36,2.499293103
166,2013/6/6 23:37,71.80250847
167,2013/6/6 23:38,125.0547833
168,2013/6/6 23:39,121.676661
169,2013/6/6 23:40,116.8627544
170,2013/6/6 23:41,114.1537627
171,2013/6/6 23:42,111.9949667
172,2013/6/6 23:43,109.8157018
173,2013/6/6 23:44,59.95858333
174,2013/6/6 23:45,0.184694915
175,2013/6/6 23:46,0.164933333
176,2013/6/6 23:47,0.161714286
177,2013/6/6 23:48,0.168847458
178,2013/6/6 23:49,0.171254237
179,2013/6/6 23:50,0.173627119
180,2013/6/6 23:51,0.170964286
181,2013/6/6 23:52,0.176283333
182,2013/6/6 23:53,0.165769231
183,2013/6/6 23:54,109.5800435
184,2013/6/6 23:55,120.336678
185,2013/6/6 23:56,116.1191695
186,2013/6/6 23:57,111.993661
187,2013/6/6 23:58,109.8149821
188,2013/6/6 23:59,108.4630286
189,2013/6/7 0:00,2.000016949
190,2013/6/7 0:01,0.185272727
191,2013/6/7 0:02,0.178350877
192,2013/6/7 0:03,0.168745763
193,2013/6/7 0:04,0.1734
194,2013/6/7 0:05,0.187508475
195,2013/6/7 0:06,0.1855
196,2013/6/7 0:07,0.182017544
197,2013/6/7 0:08,88.76594915
198,2013/6/7 0:09,123.3707193
199,2013/6/7 0:10,120.7375167
200,2013/6/7 0:11,116.0130508
201,2013/6/7 0:12,112.8682414
202,2013/6/7 0:13,110.7024746
203,2013/6/7 0:14,108.6388
204,2013/6/7 0:15,40.58765625
205,2013/6/7 0:16,0.17262069
206,2013/6/7 0:17,0.174833333
207,2013/6/7 0:18,0.16620339
208,2013/6/7 0:19,0.166677966
209,2013/6/7 0:20,0.173553571
210,2013/6/7 0:21,0.176508475
211,2013/6/7 0:22,0.174237288
212,2013/6/7 0:23,0.167949153
213,2013/6/7 0:24,93.78505085
214,2013/6/7 0:25,121.1536724
215,2013/6/7 0:26,120.9906889
216,2013/6/7 0:27,118.0177872
217,2013/6/7 0:28,116.2451765
218,2013/6/7 0:29,114.9655
219,2013/6/7 0:30,113.105
220,2013/6/7 0:31,111.8687241
221,2013/6/7 0:32,110.268931
222,2013/6/7 0:33,108.7931167
223,2013/6/7 0:34,62.5418125
224,2013/6/7 0:35,0.165583333
225,2013/6/7 0:36,0.159966667
226,2013/6/7 0:37,0.1819
227,2013/6/7 0:38,0.166716667
228,2013/6/7 0:39,0.178793103
229,2013/6/7 0:40,0.173566667
230,2013/6/7 0:41,0.177793103
231,2013/6/7 0:42,0.169166667
232,2013/6/7 0:43,113.5658793
233,2013/6/7 0:44,121.5041724
234,2013/6/7 0:45,117.7540339
235,2013/6/7 0:46,113.4782759
236,2013/6/7 0:47,111.5793833
237,2013/6/7 0:48,113.0460862
238,2013/6/7 0:49,110.826322
239,2013/6/7 0:50,109.2770862
240,2013/6/7 0:51,108.0220811
241,2013/6/7 0:52,8.416403846
242,2013/6/7 0:53,0.172457627
243,2013/6/7 0:54,0.167983333
244,2013/6/7 0:55,0.175586207
245,2013/6/7 0:56,0.169266667
246,2013/6/7 0:57,0.163965517
247,2013/6/7 0:58,0.174366667
248,2013/6/7 0:59,0.157083333
249,2013/6/7 1:00,0.168254237
250,2013/6/7 1:01,44.49726786
251,2013/6/7 1:02,123.6114
252,2013/6/7 1:03,121.5752931
253,2013/6/7 1:04,118.7783636
254,2013/6/7 1:05,114.692193
255,2013/6/7 1:06,112.7731455
256,2013/6/7 1:07,111.0131071
257,2013/6/7 1:08,53.38136364
258,2013/6/7 1:09,0.169929825
259,2013/6/7 1:10,0.164357143
260,2013/6/7 1:11,0.190866667
261,2013/6/7 1:12,0.168586207
262,2013/6/7 1:13,0.165266667
263,2013/6/7 1:14,0.162266667
264,2013/6/7 1:15,19.23564407
