,time,W.per.min
1,2013/6/6 21:04,0.203411765
2,2013/6/6 21:05,0.217709677
3,2013/6/6 21:21,0.192263158
4,2013/6/6 21:22,27.08442373
5,2013/6/6 21:23,35.4411
6,2013/6/6 21:24,34.851
7,2013/6/6 21:25,34.62021667
8,2013/6/6 21:26,34.30364407
9,2013/6/6 21:27,34.21607018
10,2013/6/6 21:28,34.53762712
11,2013/6/6 21:29,34.1450339
12,2013/6/6 21:30,34.22689474
13,2013/6/6 21:31,34.94619643
14,2013/6/6 21:32,35.03020339
15,2013/6/6 21:33,34.94608333
16,2013/6/6 21:34,34.52108333
17,2013/6/6 21:35,35.27593333
18,2013/6/6 21:36,34.32041667
19,2013/6/6 21:37,34.17635
20,2013/6/6 21:38,35.04841667
21,2013/6/6 21:39,35.52995
22,2013/6/6 21:40,33.72075
23,2013/6/6 21:41,33.02036667
24,2013/6/6 21:42,33.10645
25,2013/6/6 21:43,33.12266667
26,2013/6/6 21:44,33.08861667
27,2013/6/6 21:45,33.16533333
28,2013/6/6 21:46,33.05223333
29,2013/6/6 21:47,33.02958333
30,2013/6/6 21:48,34.49895
31,2013/6/6 21:49,35.52822034
32,2013/6/6 21:50,35.0195
33,2013/6/6 21:51,35.63123333
34,2013/6/6 21:52,35.75235
35,2013/6/6 21:53,34.71568333
36,2013/6/6 21:54,34.1811
37,2013/6/6 21:55,35.5181
38,2013/6/6 21:56,35.6398
39,2013/6/6 21:57,38.50563333
40,2013/6/6 21:58,39.48718333
41,2013/6/6 21:59,38.28573333
42,2013/6/6 22:00,36.17241667
43,2013/6/6 22:01,35.98858333
44,2013/6/6 22:02,35.5624
45,2013/6/6 22:03,35.65928333
46,2013/6/6 22:04,36.00338333
47,2013/6/6 22:05,37.29081667
48,2013/6/6 22:06,35.51055
49,2013/6/6 22:07,34.69253333
50,2013/6/6 22:08,37.44713333
51,2013/6/6 22:09,35.54005
52,2013/6/6 22:10,34.90815
53,2013/6/6 22:11,35.10398333
54,2013/6/6 22:12,34.52118333
55,2013/6/6 22:13,33.95661667
56,2013/6/6 22:14,33.7418
57,2013/6/6 22:15,35.06885
58,2013/6/6 22:16,33.77061667
59,2013/6/6 22:17,33.67726667
60,2013/6/6 22:18,33.93375
61,2013/6/6 22:19,34.03493333
62,2013/6/6 22:20,33.60061667
63,2013/6/6 22:21,36.28876667
64,2013/6/6 22:22,35.54588333
65,2013/6/6 22:23,35.16416667
66,2013/6/6 22:24,34.26831667
67,2013/6/6 22:25,32.88405
68,2013/6/6 22:26,32.9338
69,2013/6/6 22:27,33.02183333
70,2013/6/6 22:28,32.96516667
71,2013/6/6 22:29,33.11973333
72,2013/6/6 22:30,32.97356667
73,2013/6/6 22:31,33.02706667
74,2013/6/6 22:32,33.05366667
75,2013/6/6 22:33,33.03928333
76,2013/6/6 22:34,32.9245
77,2013/6/6 22:35,27.69533333
78,2013/6/6 22:36,27.35571667
79,2013/6/6 22:37,27.33625
80,2013/6/6 22:38,27.30745
81,2013/6/6 22:39,35.55965
82,2013/6/6 22:40,35.03089831
83,2013/6/6 22:41,35.75011667
84,2013/6/6 22:42,36.03691667
85,2013/6/6 22:43,34.61073333
86,2013/6/6 22:44,34.19501667
87,2013/6/6 22:45,34.96096667
88,2013/6/6 22:46,34.94791667
89,2013/6/6 22:47,34.67428333
90,2013/6/6 22:48,35.5578
91,2013/6/6 22:49,36.10786667
92,2013/6/6 22:50,35.644
93,2013/6/6 22:51,36.18728333
94,2013/6/6 22:52,35.18503333
95,2013/6/6 22:53,34.32886667
96,2013/6/6 22:54,34.2386
97,2013/6/6 22:55,35.05785
98,2013/6/6 22:56,35.10191667
99,2013/6/6 22:57,34.45825
100,2013/6/6 22:58,36.94658333
101,2013/6/6 22:59,36.46095
102,2013/6/6 23:00,35.7779
103,2013/6/6 23:01,35.47963333
104,2013/6/6 23:02,36.50698333
105,2013/6/6 23:03,58.53866071
106,2013/6/6 23:04,58.436
107,2013/6/6 23:11,55.05363636
108,2013/6/6 23:12,56.2754
109,2013/6/6 23:13,50.37508333
110,2013/6/6 23:14,49.6811
111,2013/6/6 23:15,45.86038333
112,2013/6/6 23:16,43.79405085
113,2013/6/6 23:17,42.56835
114,2013/6/6 23:18,44.27103333
115,2013/6/6 23:19,44.92645
116,2013/6/6 23:20,45.39854237
117,2013/6/6 23:21,46.02020339
118,2013/6/6 23:22,47.55053333
119,2013/6/6 23:23,43.80301786
120,2013/6/6 23:24,40.721
121,2013/6/6 23:25,42.66933898
122,2013/6/6 23:26,43.96293333
123,2013/6/6 23:27,50.01051786
124,2013/6/6 23:28,46.63451667
125,2013/6/6 23:29,47.67355932
126,2013/6/6 23:30,38.56372881
127,2013/6/6 23:31,35.73489831
128,2013/6/6 23:32,37.73505085
129,2013/6/6 23:33,40.34258333
130,2013/6/6 23:34,38.92951724
131,2013/6/6 23:35,39.23061667
132,2013/6/6 23:36,38.70671186
133,2013/6/6 23:37,37.9390678
134,2013/6/6 23:38,37.39969492
135,2013/6/6 23:39,40.33308333
136,2013/6/6 23:40,34.99652542
137,2013/6/6 23:41,34.02945763
138,2013/6/6 23:42,35.19627119
139,2013/6/6 23:43,34.25361667
140,2013/6/6 23:44,34.03524138
141,2013/6/6 23:45,35.89651667
142,2013/6/6 23:46,39.21064407
143,2013/6/6 23:47,39.65533333
144,2013/6/6 23:48,37.81862069
145,2013/6/6 23:49,37.3222
146,2013/6/6 23:50,37.32174576
147,2013/6/6 23:51,38.16491525
148,2013/6/6 23:52,34.66957627
149,2013/6/6 23:53,33.288
