time,air conditioner1,air conditioner2,washing machine,laptop computer,television,total
2013/7/13 0:01,0,0,0,41.79653333,75.66704,117.4635733
2013/7/14 0:01,0,0,0,36.988,73.83508475,110.8230847
2013/7/15 0:01,0,0,0,35.70948333,75.07567241,110.7851557
2013/7/16 0:01,0,0,0,34.63438983,73.1590678,107.7934576
2013/7/17 0:01,0,0,0,33.62846667,73.57220339,107.2006701
2013/7/18 0:01,0,0,0,33.27166667,70.16311765,103.4347843
2013/7/19 0:01,0,0,0,33.64463793,74.24484848,107.8894864
2013/7/20 0:01,0,0,0,30.39183333,0,30.39183333
2013/7/21 0:01,0,0,0,32.25772881,0,32.25772881
2013/7/22 0:01,0,0,0,30.98257627,0,30.98257627
2013/7/23 0:01,0,0,0,30.50301667,0,30.50301667
2013/7/24 0:01,0,0,0,27.88127119,0,27.88127119
2013/7/25 0:01,0,0,0,28.90413333,0,28.90413333
2013/7/26 0:01,0,0,0,27.61887719,0,27.61887719
2013/7/27 0:01,0,0,0,27.59051667,0,27.59051667
2013/7/28 0:01,0,0,0,27.31264407,0,27.31264407
2013/7/29 0:01,0,0,0,27.34075439,0,27.34075439
2013/7/30 0:01,0,0,0,24.53594915,0,24.53594915
2013/7/31 0:01,0,0,0,21.90098333,0,21.90098333
2013/8/1 0:01,0,0,0,21.49425424,0,21.49425424
2013/8/2 0:01,0,0,0,21.55447458,0,21.55447458
2013/8/3 0:01,0,0,0,21.73242373,0,21.73242373
2013/8/4 0:01,0,0,0,21.97385,0,21.97385
2013/8/5 0:01,0,0,0,21.66364912,0,21.66364912
2013/8/6 0:01,0,0,0,21.5165,0,21.5165
2013/8/7 0:01,0,0,0,21.9639322,0,21.9639322
2013/8/8 0:01,0,0,0,21.33905,0,21.33905
2013/8/9 0:01,0,0,0,21.919,0,21.919
2013/8/10 0:01,0,0,0,21.43486667,0,21.43486667
2013/8/11 0:01,0,0,0,21.6729322,0,21.6729322
2013/8/12 0:01,0,0,0,21.78125862,0,21.78125862
2013/8/13 0:01,0,0,0,21.67544068,0,21.67544068
2013/8/14 0:01,0,0,0,21.43498333,0,21.43498333
2013/8/15 0:01,0,0,0,21.5254386,0,21.5254386
2013/8/16 0:01,0,0,0,22.16545763,0,22.16545763
2013/8/17 0:01,0,0,0,21.81194915,0,21.81194915
2013/8/18 0:01,0,0,0,21.49210169,0,21.49210169
2013/8/19 0:01,0,0,0,21.34489655,0,21.34489655
2013/8/20 0:01,0,0,0,22.33366667,0,22.33366667
2013/8/21 0:01,0,0,0,21.7592069,0,21.7592069
2013/8/22 0:01,0,0,0,30.95081034,0,30.95081034
2013/8/23 0:01,0,0,0,29.25175862,0,29.25175862
2013/8/24 0:01,0,0,0,38.99830508,0,38.99830508
2013/8/25 0:01,0,0,0,38.72755172,0,38.72755172
2013/8/26 0:01,0,0,0,42.85584211,0,42.85584211
2013/8/27 0:01,0,0,0,32.10911321,0,32.10911321
2013/8/28 0:01,0,0,0,37.24786441,0,37.24786441
2013/8/29 0:01,0,0,0,31.98253333,0,31.98253333
2013/8/30 0:01,0,0,0,27.19655172,0,27.19655172
2013/8/31 0:01,0,0,0,26.84286667,0,26.84286667
2013/9/1 0:01,0,0,0,26.78291525,0,26.78291525
2013/9/2 0:01,0,0,0,27.06191525,0,27.06191525
2013/9/3 0:01,0,0,0,41.8630678,0,41.8630678
2013/9/4 0:01,0,0,0,31.16678333,0,31.16678333
2013/9/5 0:01,0,0,0,29.64118644,0,29.64118644
2013/9/6 0:01,0,0,0,29.1569322,0,29.1569322
2013/9/7 0:01,0,0,0,30.27233898,0,30.27233898
2013/9/8 0:01,0,0,0,32.86526667,0,32.86526667
2013/9/9 0:01,0,0,0,32.41516071,0,32.41516071
2013/9/10 0:01,0,0,0,31.69751667,0,31.69751667
2013/9/11 0:01,0,0,0,30.68908475,0,30.68908475
2013/9/12 0:01,0,0,0,34.02691525,0,34.02691525
2013/9/13 0:01,0,0,0,32.42708621,0,32.42708621
2013/9/14 0:01,0,0,0,27.99515,0,27.99515
2013/9/15 0:01,0,0,0,26.92452542,0,26.92452542
2013/9/16 0:01,0,0,0,31.03071186,0,31.03071186
2013/9/17 0:01,0,0,0,31.37669492,0,31.37669492
2013/9/18 0:01,0,0,0,33.0456,0,33.0456
2013/9/19 0:01,0,0,0,31.38889831,0,31.38889831
2013/9/20 0:01,0,0,0,32.95149153,0,32.95149153
2013/9/21 0:01,0,0,0,31.56810169,0,31.56810169
2013/9/22 0:01,0,0,0,32.7689,0,32.7689
2013/9/23 0:01,0,0,0,28.28844643,0,28.28844643
2013/9/24 0:01,0,0,0,28.37611667,0,28.37611667
2013/9/25 0:01,0,0,0,27.59913559,0,27.59913559
2013/9/26 0:01,0,0,0,30.10225,0,30.10225
2013/9/27 0:01,0,0,0,27.78177193,0,27.78177193
2013/9/28 0:01,0,0,0,27.48805455,0,27.48805455
2013/9/29 0:01,0,0,0,27.59066102,0,27.59066102
2013/9/30 0:01,0,0,0,27.62164912,0,27.62164912
2013/10/1 0:01,0,0,0,26.79415254,0,26.79415254
2013/10/2 0:01,0,0,0,27.07028814,0,27.07028814
2013/10/3 0:01,0,0,0,27.89008475,0,27.89008475
2013/10/4 0:01,0,0,0,27.29961017,0,27.29961017
2013/10/5 0:01,0,0,0,27.03416949,0,27.03416949
2013/10/6 0:01,0,0,0,28.4814,0,28.4814
2013/10/7 0:01,0,0,0,28.64834483,0,28.64834483
2013/10/8 0:01,0,0,0,28.75150847,0,28.75150847
2013/10/9 0:01,0,0,0,28.14398276,0,28.14398276
2013/10/10 0:01,0,0,0,27.70896552,0,27.70896552
2013/10/11 0:01,0,0,0,28.00803448,0,28.00803448
2013/10/12 0:01,0,0,0,28.7768,0,28.7768
2013/10/13 0:01,0,0,0,28.05616949,0,28.05616949
2013/10/14 0:01,0,0,0,28.62806897,0,28.62806897
2013/10/15 0:01,0,0,0,31.31255,0,31.31255
2013/10/16 0:01,0,0,0,30.68008475,0,30.68008475
2013/10/17 0:01,0,0,0,31.48416667,0,31.48416667
2013/10/18 0:01,0,0,0,30.15053571,0,30.15053571
2013/10/19 0:01,0,0,0,32.64365517,0,32.64365517
2013/10/20 0:01,0,0,0,29.04071186,0,29.04071186
2013/10/21 0:01,0,0,0,29.06661818,0,29.06661818
2013/10/22 0:01,0,0,0,32.73327119,0,32.73327119
2013/10/23 0:01,0,0,0,42.40366667,0,42.40366667
2013/10/24 0:01,0,0,0,31.35967797,0,31.35967797
2013/10/25 0:01,0,0,0,32.13383929,0,32.13383929
2013/10/26 0:01,0,0,0,32.75863793,0,32.75863793
2013/10/27 0:01,0,0,0,31.59851667,0,31.59851667
2013/10/28 0:01,0,0,0,29.30013793,0,29.30013793
2013/10/29 0:01,0,0,0,31.02833333,0,31.02833333
2013/10/30 0:01,0,0,0,32.93003448,0,32.93003448
2013/10/31 0:01,0,0,0,35.6473,0,35.6473
2013/11/1 0:01,0,0,0,35.73067241,0,35.73067241
2013/11/2 0:01,0,0,0,32.84722034,0,32.84722034
2013/11/3 0:01,0,0,0,32.50638983,0,32.50638983
2013/11/4 0:01,0,0,0,38.24491525,0,38.24491525
2013/11/5 0:01,0,0,0,30.88069492,0,30.88069492
2013/11/6 0:01,0,0,0,31.91986667,0,31.91986667
2013/11/7 0:01,0,0,0,30.91306897,0,30.91306897
2013/11/8 0:01,0,0,0,34.65482456,0,34.65482456
2013/11/9 0:01,0,0,0,30.55611864,0,30.55611864
2013/11/10 0:01,0,0,0,29.04511667,0,29.04511667
2013/11/11 0:01,0,0,0,31.35241379,0,31.35241379
2013/11/12 0:01,0,0,0,30.7716,0,30.7716
2013/11/13 0:01,0,0,0,29.14330508,0,29.14330508
2013/11/14 0:01,0,0,0,29.52313333,0,29.52313333
2013/11/15 0:01,0,0,0,28.44730357,0,28.44730357
2013/11/16 0:01,0,0,0,31.64888333,73.70263636,105.3515197
2013/11/17 0:01,0,0,0,30.36444068,74.26915,104.6335907
2013/11/18 0:01,0,0,0,32.07118333,71.07038983,103.1415732
2013/11/19 0:01,0,0,0,32.84520339,75.42998113,108.2751845
2013/11/20 0:01,0,0,0,34.39841667,0,34.39841667
2013/11/21 0:01,0,0,0,31.57459649,0,31.57459649
2013/11/22 0:01,0,0,0,32.40721667,0,32.40721667
2013/11/23 0:01,0,0,0,33.25401695,0,33.25401695
2013/11/24 0:01,0,0,0,27.05816667,0,27.05816667
2013/11/25 0:01,0,0,0,37.96913793,0,37.96913793
2013/11/26 0:01,0,0,0,41.5616,0,41.5616
2013/11/27 0:01,0,0,0,28.68922414,0,28.68922414
2013/11/28 0:01,0,0,0,31.1520339,0,31.1520339
2013/11/29 0:01,0,0,0,31.04174576,0,31.04174576
2013/11/30 0:01,0,0,0,29.17435,0,29.17435
2013/12/1 0:01,0,0,0,35.25349153,0,35.25349153
2013/12/2 0:01,0,0,0,39.22254386,0,39.22254386
2013/12/3 0:01,0,0,0,40.21028814,0,40.21028814
2013/12/4 0:01,0,0,0,37.96661667,0,37.96661667
2013/12/5 0:01,0,0,0,34.77749123,0,34.77749123
2013/12/6 0:01,0,0,0,45.37555932,0,45.37555932
2013/12/7 0:01,0,0,0,31.49616949,0,31.49616949
2013/12/8 0:01,0,0,0,33.10486667,0,33.10486667
2013/12/9 0:01,0,0,0,34.16746552,0,34.16746552
2013/12/10 0:01,0,0,0,30.62503333,0,30.62503333
2013/12/11 0:01,0,0,0,31.40554237,0,31.40554237
2013/12/12 0:01,0,0,0,35.90557627,0,35.90557627
2013/12/13 0:01,0,0,0,32.3549661,0,32.3549661
2013/12/14 0:01,0,0,0,33.99888136,0,33.99888136
2013/12/15 0:01,0,0,0,32.53950847,0,32.53950847
2013/12/16 0:01,0,0,0,33.75067797,73.21356522,106.9642432
2013/12/17 0:01,0,0,0,32.84903333,74.51805,107.3670833
2013/12/18 0:01,0,0,0,45.82615254,68.25372881,114.0798814
2013/12/19 0:01,0,0,0,33.55930909,66.92463462,100.4839437
2013/12/20 0:01,0,0,0,35.7476,71.10192105,106.8495211
2013/12/21 0:01,0,0,0,32.15566071,72.59701786,104.7526786
2013/12/22 0:01,0,0,0,32.09608621,72.56094231,104.6570285
2013/12/23 0:01,0,0,0,31.50334483,74.6135614,106.1169062
2013/12/24 0:01,0,0,0,32.51294737,74.93992982,107.4528772
2013/12/25 0:01,0,0,0,32.7590339,72.53465714,105.293691
2013/12/26 0:01,0,0,0,31.3952069,72.87734615,104.2725531
2013/12/27 0:01,0,0,0,31.22557627,72.48107273,103.706649
2013/12/28 0:01,0,0,0,31.16621053,73.64318966,104.8094002
2013/12/29 0:01,0,0,0,33.12439655,73.21066071,106.3350573
2013/12/30 0:01,0,0,0,26.78462069,73.5677027,100.3523234
2013/12/31 0:01,0,0,0,31.52235,73.43708333,104.9594333
2014/1/1 0:01,0,0,0,28.50732203,72.55989831,101.0672203
2014/1/2 0:01,0,0,0,31.73693103,74.20250847,105.9394395
2014/1/3 0:01,0,0,0,30.79425862,73.36018966,104.1544483
2014/1/4 0:01,0,0,0,39.8859,71.39102273,111.2769227
2014/1/5 0:01,0,0,0,29.10271186,73.2317,102.3344119
2014/1/6 0:01,0,0,0,38.57921667,74.28586207,112.8650787
2014/1/7 0:01,0,0,0,30.61786441,74.22787755,104.845742
2014/1/8 0:01,0,0,0,31.25723333,74.20030909,105.4575424
2014/1/9 0:01,0,0,0,31.75876786,74.03007895,105.7888468
2014/1/10 0:01,0,0,0,29.86761017,73.99431579,103.861926
2014/1/11 0:01,0,0,0,30.5115,74.05431667,104.5658167
2014/1/12 0:01,0,0,0,33.84431579,73.3869661,107.2312819
2014/1/13 0:01,0,0,0,36.91510169,72.90535714,109.8204588
2014/1/14 0:01,0,0,0,34.55936667,66.7155,101.2748667
2014/1/15 0:01,0,0,0,39.99925424,72.46875439,112.4680086
2014/1/16 0:01,0,0,0,31.12128814,0,31.12128814
2014/1/17 0:01,0,0,0,28.5049322,0,28.5049322
2014/1/18 0:01,0,0,0,29.88768333,0,29.88768333
2014/1/19 0:01,0,0,0,31.56391228,0,31.56391228
2014/1/20 0:01,0,0,0,29.42553333,0,29.42553333
2014/1/21 0:01,0,0,0,39.09171186,0,39.09171186
2014/1/22 0:01,0,0,0,31.72386667,0,31.72386667
2014/1/23 0:01,0,0,0,34.7215,0,34.7215
2014/1/24 0:01,0,0,0,34.68595,0,34.68595
2014/1/25 0:01,0,0,0,32.54677966,0,32.54677966
2014/1/26 0:01,0,0,0,31.68815254,0,31.68815254
2014/1/27 0:01,0,0,0,30.43850847,0,30.43850847
2014/1/28 0:01,0,0,0,29.54948333,0,29.54948333
2014/1/29 0:01,0,0,0,39.80376271,0,39.80376271
2014/1/30 0:01,0,0,0,30.92482456,0,30.92482456
2014/1/31 0:01,0,0,0,32.95726316,0,32.95726316
2014/2/1 0:01,0,0,0,36.66491667,0,36.66491667
2014/2/2 0:01,0,0,0,31.2312931,0,31.2312931
2014/2/3 0:01,0,0,0,30.71748333,0,30.71748333
