,time,W.per.min
1,2013/6/7 5:37,0.323
2,2013/6/7 5:38,795.4822333
3,2013/6/7 5:39,0.362517241
4,2013/6/7 5:40,27.49921875
5,2013/6/7 5:41,365.5794118
6,2013/6/7 5:42,0.3384
7,2013/6/7 5:43,916.7518846
8,2013/6/7 5:44,573.7762581
9,2013/6/7 5:45,629.1300968
10,2013/6/7 5:46,609.0656875
11,2013/6/7 5:47,729.9592167
12,2013/6/7 5:48,799.4627308
13,2013/6/7 5:49,245.10548
14,2013/6/7 5:50,164.2803214
15,2013/6/7 5:51,446.7197111
16,2013/6/7 5:52,503.9135833
17,2013/6/7 5:53,569.5017679
18,2013/6/7 5:54,0.388758621
19,2013/6/7 5:55,383.3581944
20,2013/6/7 5:56,0.401516129
21,2013/6/7 5:57,28.54211538
22,2013/6/7 5:58,1.222540541
23,2013/6/7 5:59,0.400261905
24,2013/6/14 4:22,0.363833333
25,2013/6/14 4:23,0.368740741
26,2013/6/14 4:24,0.36990625
27,2013/6/14 4:25,0.359384615
28,2013/6/14 4:26,0.370355932
29,2013/6/14 4:27,0.372116667
30,2013/6/14 4:28,0.361305085
31,2013/6/14 4:29,0.364017241
32,2013/6/14 4:30,0.355135593
33,2013/6/14 4:31,0.353316667
34,2013/6/14 4:32,0.352847458
35,2013/6/14 4:33,0.349535714
36,2013/6/14 4:34,0.334474576
37,2013/6/14 4:35,0.353355932
38,2013/6/14 4:36,0.361474576
39,2013/6/14 4:37,0.356457627
40,2013/6/14 4:38,0.344216667
41,2013/6/14 4:39,0.35006
42,2013/6/14 4:51,0.433
43,2013/6/14 4:52,0.359516667
44,2013/6/14 4:53,0.345516667
45,2013/6/14 4:54,0.37875
46,2013/6/15 5:30,0.356454545
47,2013/6/15 5:31,41.11187719
48,2013/6/15 5:32,310.9562833
49,2013/6/15 5:33,92.64104
50,2013/6/15 5:39,305.2622609
51,2013/6/15 5:40,300.1978387
52,2013/6/15 5:41,176.5901538
53,2013/6/15 5:42,519.8347436
54,2013/6/15 5:43,0.36353125
55,2013/6/15 5:44,33.94295833
56,2013/6/15 5:45,0.398636364
57,2013/6/15 5:46,36.4710625
58,2013/6/15 5:47,0.381837209
59,2013/6/22 6:28,0.372333333
60,2013/6/22 6:29,847.8346226
61,2013/6/22 6:30,51.35290323
62,2013/6/22 6:31,358.8500625
63,2013/6/22 6:32,845.2231053
64,2013/6/22 6:33,739.1744516
65,2013/6/22 6:34,443.2289063
66,2013/6/22 6:35,450.183871
67,2013/6/22 6:36,83.65167857
68,2013/6/22 6:37,205.6137826
69,2013/6/22 6:38,0.317928571
70,2013/6/22 6:39,333.15312
71,2013/6/22 6:40,0.435266667
72,2013/6/22 6:41,0.440651163
73,2013/6/29 8:33,0.360473684
74,2013/6/29 8:34,830.9074146
75,2013/6/29 8:35,338.9885938
76,2013/6/29 8:36,877.6745424
77,2013/6/29 8:37,921.72345
78,2013/6/29 8:38,811.9053871
79,2013/6/29 8:39,800.5860392
80,2013/6/29 8:40,11.427
81,2013/6/29 8:41,280.1820667
82,2013/6/29 8:42,227.5688438
83,2013/6/29 8:43,0.314857143
84,2013/6/29 8:44,361.12774
85,2013/6/29 8:45,405.4461667
