,time,W.per.min
1,2013/6/7 11:05,1415.649439
2,2013/6/7 11:06,1509.948807
3,2013/6/7 11:07,1665.254
4,2013/6/7 11:08,1761.127017
5,2013/6/7 11:09,1826.582448
6,2013/6/7 11:10,1864.269667
7,2013/6/7 11:11,1895.98115
8,2013/6/7 11:12,1913.695467
9,2013/6/7 11:13,1917.901966
10,2013/6/7 11:14,1923.15635
11,2013/6/7 11:15,1931.475983
12,2013/6/7 11:16,1923.651554
13,2013/6/7 11:17,1911.522018
14,2013/6/7 11:18,1903.689339
15,2013/6/7 11:19,1892.451621
16,2013/6/7 11:20,1898.658067
17,2013/6/7 11:21,1893.460933
18,2013/6/7 11:22,1893.708533
19,2013/6/7 11:23,1884.365576
20,2013/6/7 11:24,1879.87269
21,2013/6/7 11:31,1856.5906
22,2013/6/7 11:32,1778.847085
23,2013/6/7 11:33,1848.037561
24,2013/6/7 11:34,1867.829283
25,2013/6/7 11:35,1879.017633
26,2013/6/7 11:36,1870.830133
27,2013/6/7 11:37,1862.387525
28,2013/6/7 11:38,1849.454288
29,2013/6/7 11:39,1846.224967
30,2013/6/7 11:40,1852.145474
31,2013/6/7 11:41,1852.192283
32,2013/6/7 11:42,1850.807915
33,2013/6/7 11:43,1849.182509
34,2013/6/7 11:44,1839.217881
35,2013/6/7 11:45,1831.461667
36,2013/6/7 11:46,1826.726627
37,2013/6/7 11:47,1823.875828
38,2013/6/7 11:48,1831.217407
39,2013/6/7 11:49,1836.22175
40,2013/6/7 11:50,1828.685589
41,2013/6/7 11:51,1811.030741
42,2013/6/7 11:52,1808.143559
43,2013/6/7 11:53,1808.756386
44,2013/6/7 11:54,1802.710051
45,2013/6/7 11:55,1807.03725
46,2013/6/7 11:56,1805.131593
47,2013/6/7 11:57,1797.508881
48,2013/6/7 11:58,1797.177254
49,2013/6/7 11:59,1793.699746
50,2013/6/7 12:00,1788.265929
51,2013/6/7 12:01,1785.770867
52,2013/6/7 12:02,1782.525763
53,2013/6/7 12:03,1778.088695
54,2013/6/7 12:04,1772.278683
55,2013/6/7 12:05,1772.690102
56,2013/6/7 12:06,1774.671983
57,2013/6/7 12:07,1775.185965
58,2013/6/7 12:08,1786.797483
59,2013/6/7 12:09,1786.433627
60,2013/6/7 12:10,1784.366034
61,2013/6/7 12:11,1783.009271
62,2013/6/7 12:12,1786.548067
63,2013/6/7 12:13,1791.826375
64,2013/6/7 12:14,1793.107233
65,2013/6/7 12:15,1791.464203
66,2013/6/7 12:16,1790.516617
67,2013/6/7 12:17,1781.337983
68,2013/6/7 12:18,1777.0845
69,2013/6/7 12:19,1771.435017
70,2013/6/7 12:20,1772.879
71,2013/6/7 12:21,1766.321983
72,2013/6/7 12:22,1766.935373
73,2013/6/7 12:23,1771.305746
74,2013/6/7 12:24,1785.47607
75,2013/6/7 12:25,1780.02039
76,2013/6/7 12:26,1777.276119
77,2013/6/7 12:27,1776.9926
78,2013/6/7 12:28,1773.408424
79,2013/6/7 12:29,1769.696897
80,2013/6/7 12:30,1769.142754
81,2013/6/7 12:31,1763.214754
82,2013/6/7 12:32,1761.641069
83,2013/6/7 12:33,1761.138
84,2013/6/7 12:34,1758.943492
85,2013/6/7 12:35,1752.048356
86,2013/6/7 12:36,1757.170817
87,2013/6/7 12:37,1764.598695
88,2013/6/7 12:38,1769.025672
89,2013/6/7 12:39,1770.175316
90,2013/6/7 12:40,1771.89978
91,2013/6/7 12:41,1771.811318
92,2013/6/7 12:42,1766.647481
93,2013/6/7 12:43,1766.487929
94,2013/6/7 12:44,1767.00139
95,2013/6/7 12:45,1758.833345
96,2013/6/7 12:46,1754.998717
97,2013/6/7 12:47,1750.391362
98,2013/6/7 12:48,1746.066877
99,2013/6/7 12:49,1746.94285
100,2013/6/7 12:50,1750.0755
101,2013/6/7 12:51,1744.2466
102,2013/6/7 12:52,1742.657458
103,2013/6/7 12:53,1743.586737
104,2013/6/7 12:54,1738.659492
105,2013/6/7 12:55,1737.343552
106,2013/6/7 12:56,1732.036814
107,2013/6/7 12:57,1732.152667
108,2013/6/7 12:58,1724.096121
109,2013/6/7 12:59,1728.340783
110,2013/6/7 13:00,1727.684207
111,2013/6/7 13:01,1719.767117
112,2013/6/7 13:02,1727.273797
113,2013/6/7 13:03,1728.81781
114,2013/6/7 13:04,1733.442617
115,2013/6/7 13:05,1734.482547
116,2013/6/7 13:06,1732.705661
117,2013/6/7 13:07,1728.980241
118,2013/6/7 13:08,1732.90155
119,2013/6/7 13:09,1734.773155
120,2013/6/7 13:10,1731.712807
121,2013/6/7 13:11,1735.469983
122,2013/6/7 13:12,1731.36645
123,2013/6/7 13:13,1732.153552
124,2013/6/7 13:14,1729.431763
125,2013/6/7 13:15,1732.680314
126,2013/6/7 13:16,1735.479536
127,2013/6/7 13:17,1731.572831
128,2013/6/7 13:18,1730.659867
129,2013/6/7 13:19,1722.337367
130,2013/6/7 13:20,1721.568691
131,2013/6/7 13:21,1722.6449
132,2013/6/7 13:22,1725.465175
133,2013/6/7 13:23,1726.98619
134,2013/6/7 13:24,1726.036525
135,2013/6/7 13:25,1727.241439
136,2013/6/7 13:26,1732.612875
137,2013/6/7 13:27,1727.420683
138,2013/6/7 13:28,1725.637068
139,2013/6/7 13:29,1723.727707
140,2013/6/7 13:30,1720.064702
141,2013/6/7 13:31,1715.674898
142,2013/6/7 13:32,1721.859237
143,2013/6/7 13:33,1718.944414
144,2013/6/7 13:34,1719.74261
145,2013/6/7 13:35,1721.542603
146,2013/6/7 13:36,1731.090246
